ID;eln_id;chemist;stmat_1_chemform;stmat_2_chemform;product_1_chemform;product_2_chemform;product_3_chemform;product_4_chemform
751;ELN052060-039;boddya;C7H7NO;;C13H15NO;;;
752;ELN045639-350;stenzhoy;C14H18BrF2N3O2;;C14H17BrClF2N3O2;;;
753;ELN045639-349;stenzhoy;C19H25N5O2;;C19H23N5O3;;;
754;ELN045639-351;stenzhoy;C14H18BrF2N3O2;;C14H17BrClF2N3O2;;;
755;ELN045639-352;stenzhoy;C20H23ClF2N4O3;;C20H22Cl2F2N4O3;;;
756;ELN045639-353;stenzhoy;C20H23ClF2N4O3;;C20H22ClF3N4O3;;;
757;ELN052060-040;boddya;C7H7NO;;C13H15NO;;;
758;ELN052060-041;boddya;C7H7NO;;C13H15NO;;;
759;ELN052060-042;boddya;C7H7NO;;C14H15NO3;C13H13NO3;;
760;ELN052060-043;boddya;C7H7NO;;C14H15NO3;C13H13NO3;;
761;ELN052060-044;boddya;C5H4N4O;;C12H12N4O3;C11H10N4O3;;
762;ELN052060-045;boddya;C5H4N4O;;C12H12N4O3;C11H10N4O3;;
763;ELN052060-046;boddya;C12H11NO3;;C13H12FNO3;;;
764;ELN052060-047;boddya;C12H11NO3;;C13H12FNO3;;;
765;ELN052060-048;boddya;C12H11NO3;;C12H11FN2O3;;;
766;ELN040616-335;wolfardj;C7H9NO3;;C5H7NO2;;;
767;ELN052060-049;boddya;C5H7N3O;;C12H15N3O3;;;
768;ELN052060-050;boddya;C22H20F2N6O2;;C29H28F2N6O4;;;
769;ELN045639-354;stenzhoy;C4H2Cl2N2;;C13H17Cl2N3O2;C8H9Cl2N3;C9H9Cl2N3O2;
770;ELN045639-355;stenzhoy;C4H2Cl2N2;;C13H17Cl2N3O2;C8H9Cl2N3;C9H9Cl2N3O2;
771;ELN052060-051;boddya;C7H9NO3;;C13H12FNO3;;;
772;ELN052060-052;boddya;C7H9NO3;;C13H12FNO3;;;
773;ELN052060-053;boddya;C7H9NO3;;C13H12FNO3;;;
774;ELN052060-054;boddya;C7H7NO;;C14H15NO3;C13H13NO3;;
775;ELN052060-056;boddya;C7H7NO;;C13H12F3NO;;;
776;ELN052060-057;boddya;;;C13H9F4NO3;;;
777;ELN045639-356;stenzhoy;C4H2Cl2N2;;C13H17Cl2N3O2;C8H9Cl2N3;C9H9Cl2N3O2;
778;ELN045639-357;stenzhoy;C7H3ClN4;;C11H11ClN4;;;
779;ELN045639-358;stenzhoy;C7H3ClN4;;C11H11ClN4;;;
780;ELN052298-046;martj336;C7H9BrO2;C7H7NO;C14H15NO3;;;
781;ELN052298-047;martj336;C6H6BrF3;C7H7NO;C13H12F3NO;;;
782;ELN052599-001;villalao;C7H4BrN;;C12H13NO;;;
783;ELN040616-336;wolfardj;C7H9NO3;;C13H12FNO3;;;
784;ELN040616-337;wolfardj;C7H9NO3;;C12H11FN2O3;;;
785;ELN040616-338;wolfardj;C7H9NO3;;C12H11FN2O3;;;
786;ELN052298-050;martj336;C13H21BO4;C5H4N4O;C12H12N4O3;;;
787;ELN052298-048;martj336;C7H9NO2;C4F6O3;C8H8F3NO2;;;
788;ELN052599-002;villalao;;C8H7BrO2;C14H18O4;;;
789;ELN040616-339;wolfardj;C7H9NO3;;C12H11FN2O3;;;
790;ELN040616-340;wolfardj;C7H9NO3;C5H3FIN;C12H11FN2O3;;;
791;ELN040616-341;wolfardj;C19H21ClFN3O4;;C19H20BrClFN3O4;;;
792;ELN052298-049;martj336;C22H20F2N6O2;C13H21BO4;C29H28F2N6O4;;;
793;ELN045639-359;stenzhoy;C19H19BrClFO2;;C29H37ClFNO4;C24H29ClFNO2;;
794;ELN052298-051;martj336;C18H19ClFN3O4;C4F6O3;C19H18ClF4N3O4;;;
795;ELN050794-071;loretans ;C6H4FNO;;C6H5FN2O;;;
796;ELN050794-072;loretans ;C14H18BrF2N3O2;;C14H17BrClF2N3O2;;;
797;ELN040616-342;wolfardj;C19H20BrClFN3O4;;C20H20ClFN4O4;;;
798;ELN050794-073;loretans;C6H5FN2O;;C6H4ClFN2O;;;
799;ELN052298-052;martj336;C22H20F2N6O2;C6H6BrF3;C28H25F5N6O2;;;
800;ELN052298-053;martj336;C22H20F2N6O2;C13H21BO4;C29H28F2N6O4;;;
801;ELN052599-003;villalao;C5H4BrN;C8H14BrNO2;C13H18N2O2;;;
802;ELN052599-004;villalao;C5H4BrN;C8H14BrNO2;C13H18N2O2;;;
803;ELN040616-343;wolfardj;C19H21ClFN3O4;;C19H20BrClFN3O4;;;
804;ELN052599-005;villalao;C5H4BrN;C8H14BrNO2;C13H18N2O2;;;
805;ELN052599-006;villalao;C5H4BrN;C8H14BrNO2;C13H18N2O2;;;
806;ELN052599-007;villalao;C5H4BrN;C8H14BrNO2;C13H18N2O2;;;
807;ELN040616-344;wolfardj;C19H21ClFN3O4;;C19H20ClF2N3O4;;;
808;ELN050794-074;loretans;C13H17IO4;;C9H11IO;;;
809;ELN050794-075;loretans;C6H5FN2O;;C6H4ClFN2O;;;
810;ELN040616-345;wolfardj;C19H20BrClFN3O4;;C21H25ClFN3O4;;;
811;ELN050794-076;loretans;C6H4ClFN2O;;C12H8F4N2O3;;;
812;ELN052060-059;boddya;C7H7NO;;C6H4ClFN2O;C13H16N2O;;
813;ELN040616-346;wolfardj;C19H20BrClFN3O4;;C21H25ClFN3O4;;;
814;ELN052060-060;boddya;;;C12H11FN2O3;;;
815;ELN052060-061;boddya;C7H9NO3;;C12H11FN2O3;;;
816;ELN052060-062;boddya;;;C12H11FN2O3;;;
817;ELN052060-063;boddya;;;C12H11FN2O3;;;
818;ELN040616-347;wolfardj;C7H9NO2;;C8H8F3NO2;;;
819;ELN040516-140;wolfardj;C19H25N5O2;;C19H25N5O3;C19H23N5O3;C19H23N5O2;
820;ELN050794-077;loretans;C12H11FN2O3;;C10H9FN2O2;;;
821;ELN050794-078;loretans;C6H4ClFN2O;;C12H11FN2O3;;;
822;ELN050794-079;loretans;C6H4ClFN2O;;C12H11FN2O3;;;
823;ELN040616-348;wolfardj;C19H19BrClFO2;;C25H30ClFO4;;;
824;ELN040616-349;wolfardj;C19H19BrClFO2;;C22H24ClFO4;;;
825;ELN040616-350;wolfardj;C19H19BrClFO2;;C23H26ClFO4;;;
826;ELN040616-351;wolfardj;C19H19BrClFO2;;C28H28ClFO4;;;
827;ELN040616-352;wolfardj;C19H20BrClFN3O4;;C21H25ClFN3O4;;;
828;ELN050794-080;loretans;C6H5FN2O;;C6H4ClFN2O;;;
829;ELN052298-054;martj336;C22H20F2N6O2;C13H21BO4;C29H28F2N6O4;;;
830;ELN052298-055;martj336;C11H19NO3;C7H7NO;C18H24N2O3;;;
831;ELN052298-056;martj336;C11H19NO3;C6H5F3N2;C17H22F3N3O2;;;
832;ELN052298-057;martj336;C22H20F2N6O2;C12H18BF3O2;C28H25F5N6O2;;;
833;ELN052298-058;martj336;C22H20F2N6O2;C12H18BF3O2;C28H25F5N6O2;;;
834;ELN052298-059;martj336;C22H20F2N6O2;C12H18BF3O2;C28H25F5N6O2;;;
835;ELN050794-081;loretans;C6H4ClFN2O;;C12H11FN2O3;;;
836;ELN050794-082;loretans;C10H9FN2O2;;C10H8ClFN2O;;;
837;ELN050794-083;loretans;C6H4ClFN2O;;C12H11FN2O3;;;
838;ELN050794-084;loretans;C6H4ClFN2O;;C12H11FN2O3;;;
839;ELN052060-064;boddya;C31H25ClFO2S2;;C20H18ClFO4;;;
840;ELN050794-085;loretans  ;C12H11FN2O3;;C10H9FN2O2;;;
841;ELN050794-086;loretans  ;C6H4ClFN2O;;C12H11FN2O3;;;
842;ELN052060-065;boddya;C72H63N3O15;;C77H64N3O15S2;C84H70N3O15S2;;
843;ELN052060-066;boddya;C72H63N3O15;;C77H64N3O15S2;C84H70N3O15S2;;
844;ELN052060-067;boddya;C72H63N3O15;;C77H64N3O15S2;C84H70N3O15S2;;
845;ELN052298-060;martj336;C22H20F2N6O2;C13H21BO4;C29H28F2N6O4;;;
846;ELN052298-061;martj336;C22H20F2N6O2;C12H21BO2;C28H28F2N6O2;;;
847;ELN052298-062;martj336;C22H20F2N6O2;C10H19BO2;C26H26F2N6O2;;;
848;ELN052298-063;martj336;C22H20F2N6O2;C15H28B2O4;C31H35BF2N6O4;;;
849;ELN050794-087;loretans;C10H9FN2O2;;C10H8ClFN2O;;;
850;ELN050794-088;loretans;C10H8ClFN2O;;C18H15FN4O2;;;
851;ELN050794-089;loretans;C5H10N2O3S;C19H15NO5;C20H20N2O5S;;;
852;ELN052060-068;boddya;C37H30NO4S;;C39H34N2O5S;;;
853;ELN052298-066;martj336;C22H20F2N6O2;C12H21BO2;C28H28F2N6O2;;;
854;ELN052298-067;martj336;C22H20F2N6O2;C12H19BF2O2;C28H26F4N6O2;;;
855;ELN052060-069;boddya;C37H30NO4S;;C39H34N2O5S;;;
856;ELN040616-353;wolfardj;C13H13N3O2;C5H3FIN;C18H15FN4O2;;;
857;ELN050794-090;loretans;C3H3Cl3O2;;C5H7Cl3O2;;;
858;ELN052298-065;martj336;C6H5F3N2;C11H19NO3;C17H22F3N3O2;;;
859;ELN052298-068;martj336;C6H5F3N2;C11H19NO3;C17H22F3N3O2;;;
860;ELN052060-070;boddya;C72H63N3O15;;C77H64N3O15S2;C84H70N3O15S2;;
861;ELN052060-071;boddya;;;C12H9ClFNO3;;;
862;ELN045639-361;stenzhoy;C11H9ClN4;;C18H24N6O2;C13H17N6;C14H16N6O2;
863;ELN045639-362;stenzhoy;C11H11ClN4;;C18H26N6O2;C13H19N6;C14H18N6O2;
864;ELN045639-363;stenzhoy;C10H9ClN4;;C17H24N6O2;C12H17N6;C13H16N6O2;
865;ELN052298-069;martj336;C22H20F2N6O2;C11H15NO3;C22H20F2N6O2;C16H14F2N4O2;;
866;ELN045639-364;stenzhoy;C13H17N6;;C21H21ClN6;;;
867;ELN045639-365;stenzhoy;C13H19N6;;C21H23ClN6;;;
868;ELN045639-366;stenzhoy;C12H17N6;;C20H21ClN6;;;
869;ELN052298-070;martj336;C11H19NO3;C7H7NO;C18H24N2O3;;;
870;ELN040616-356;wolfardj;C24H29ClFNO2;;C25H31ClFNO2;;;
871;ELN045639-367;stenzhoy;C13H11ClF2N4;;C15H19F2N6;C20H26F2N6O2;;
872;ELN045639-368;stenzhoy;C12H11ClN4O;;C14H19N6O;C19H26N6O3;;
873;ELN045639-369;stenzhoy;C11H9ClN4O;;C13H17N6O;C18H24N6O3;;
874;ELN045639-370;stenzhoy;C16H18ClN5O3;;C18H26N7O3;C23H33N7O5;;
875;ELN045639-371;stenzhoy;C16H18ClN5O2;;C18H26N7O2;C23H33N7O4;;
876;ELN045639-372;stenzhoy;C15H16ClN5O2;;C17H24N7O2;C22H31N7O4;;
877;ELN045639-373;stenzhoy;C15H19F2N6;;C23H23ClF2N6;;;
878;ELN045639-374;stenzhoy;C14H19N6O;;C22H23ClN6O;;;
879;ELN045639-375;stenzhoy;C13H17N6O;;C21H21ClN6O;;;
880;ELN045639-376;stenzhoy;C13H18N7O;;C21H22ClN7O;;;
881;ELN045639-377;stenzhoy;C13H18N7;;C21H22ClN7;;;
882;ELN045639-378;stenzhoy;C12H16N7;;C20H20ClN7;;;
883;ELN052298-071;martj336;C6H5F3N2;C11H19NO3;C17H22F3N3O2;;;
884;ELN052298-072;martj336;C6H5F3N2;C11H19NO3;C17H22F3N3O2;;;
885;ELN052298-073;martj336;C6H5F3N2;C11H19NO3;C17H22F3N3O2;;;
886;ELN052298-074;martj336;C6H5F3N2;C11H19NO3;C17H22F3N3O2;;;
887;ELN052060-072;boddya;C14H15N3O2;;C19H17FN4O2;;;
888;ELN052060-073;boddya;C12H12N4O2;;C17H14FN5O2;;;
889;ELN050794-091;loretans;C39H34N2O5S;;C20H20N2O5S;;;
890;ELN052060-074;boddya;C14H15N3O2;C5H3BrFN;C19H17FN4O2;;;
891;ELN052060-075;boddya;C12H12N4O2;C5H3BrFN;C17H14FN5O2;;;
892;ELN052060-076;boddya;C14H15N3O2;C5H3FIN;C19H17FN4O2;;;
893;ELN052060-077;boddya;C12H12N4O2;C5H3FIN;C17H14FN5O2;;;
894;ELN045639-379;stenzhoy;C7H5ClFNO;;C14H14FNO3;;;
895;ELN052298-076;martj336;C6H5F3N2;C11H19NO3;C17H22F3N3O2;;;
896;ELN052298-077;martj336;C6H5F3N2;C11H19NO3;C17H22F3N3O2;;;
897;ELN052298-078;martj336;C6H5F3N2;C11H19NO3;C17H22F3N3O2;;;
898;ELN052298-079;martj336;C37H31NO4S;C6H13NO2;C43H42N2O5S;;;
899;ELN045639-380;stenzhoy;C7H5ClFNO;;C13H10FNO5;;;
900;ELN052060-078;boddya;C14H15N3O2;C5H3BrFN;C19H17FN4O2;;;
901;ELN052060-079;boddya;C12H12N4O2;C5H3BrFN;C17H14FN5O2;;;
902;ELN052060-080;boddya;C14H15N3O2;C5H3FIN;C19H17FN4O2;;;
903;ELN052060-081;boddya;C12H12N4O2;C5H3FIN;C17H14FN5O2;;;
904;ELN045639-381;stenzhoy;C7H5ClFNO;;C13H12FNO3;;;
905;ELN045639-382;stenzhoy;C7H8BrNO;;C7H8FNO;;;
906;ELN052298-075;martj336;C22H20F2N6O2;C12H18BF3O2;C28H25F5N6O2;;;
907;ELN045639-383;stenzhoy;C14H17BrClF2N3O2;;C14H17BrF3N3O2;;;
908;ELN045639-384;stenzhoy;C19H21ClF2N4O3;;C19H20ClF3N4O3;;;
909;ELN045639-385;stenzhoy;C14H15N3O2;;C19H17FN4O2;;;
910;ELN045639-386;stenzhoy;C14H15N3O2;;C19H17FN4O2;;;
911;ELN045639-387;stenzhoy;C14H15N3O2;;C19H17FN4O2;;;
912;ELN045639-388;stenzhoy;C12H12N4O2;;C17H14FN5O2;;;
913;ELN045639-389;stenzhoy;C12H12N4O2;;C17H14FN5O2;;;
914;ELN045639-390;stenzhoy;C12H12N4O2;;C17H14FN5O2;;;
915;ELN045639-391;stenzhoy;C12H12N4O2;;C17H14FN5O2;;;
916;ELN045639-392;stenzhoy;C19H21ClF2N4O3;;C19H20ClF3N4O3;C19H19ClF4N4O3;C19H16ClF3N4O3;
917;ELN052298-080;martj336;C11H5BrF2N4O;C13H21BO4;C18H13BrF2N4O3;;;
918;ELN052060-082;boddya;C12H12N4O2;C5H3FBrN;C17H14FN5O2;;;
919;ELN052060-083;boddya;C12H12N4O2;C5H3FBrN;C17H14FN5O2;;;
920;ELN052060-084;boddya;C12H12N4O2;C5H3FIN;C17H14FN5O2;;;
921;ELN052060-085;boddya;C12H12N4O2;C5H3FIN;C17H14FN5O2;;;
922;ELN052060-086;boddya;C13H13N3O2;C5H3FBrN;C18H15FN4O2;;;
923;ELN052060-087;boddya;C13H13N3O2;C5H3FBrN;C18H15FN4O2;;;
924;ELN052060-088;boddya;C13H13N3O2;C5H3FIN;C18H15FN4O2;;;
925;ELN052060-089;boddya;C13H13N3O2;C5H3FIN;C18H15FN4O2;;;
926;ELN045639-393;stenzhoy;C19H21ClF2N4O3;;C19H20ClF3N4O3;C19H19ClF4N4O3;;
927;ELN045639-394;stenzhoy;C19H20BrClF2N4O3;;C20H20ClF2N5O3;;;
928;ELN045639-395;stenzhoy;C19H20BrClF2N4O3;;C19H19Br2ClF2N4O3;;;
929;ELN052298-081;martj336;C11H5BrF2N4O;C11H5BrF2N4O;;;;
930;ELN052298-082;martj336;C31H25ClFO2S2.C2F3O2;C7H3Cl3O2;C20H18ClFO4;;;
931;ELN052298-083;martj336;C31H25ClFO2S2.C2F3O2;C5H5NO4;C24H21ClFNO6;;;
932;ELN052298-084;martj336;C19H21ClF2N4O3;C4F6O3;C20H20ClF5N4O3;;;
933;ELN045639-396;stenzhoy;C19H20BrClF2N4O3;;C19H19Br2ClF2N4O3;;;
934;ELN045639-397;stenzhoy;C19H20BrClF2N4O3;;C19H19Br2ClF2N4O3;;;
935;ELN045639-398;stenzhoy;C19H21ClF2N4O3;;C20H20ClF2N5O3;C21H15ClF2N6O3;;
936;ELN045639-399;stenzhoy;C19H19Br2ClF2N4O3;;C20H19BrClF2N5O3;C21H19ClF2N6O3;;
937;ELN052902-001;martj336;C16H26O2;;C16H25FO2;;;
938;ELN052902-004;martj336;C9H8O2;;C9H7FO2;;;
939;ELN045639-401;stenzhoy;C19H20BrClF2N4O3;;C20H20ClF5N4O3;;;
940;ELN045639-402;stenzhoy;C19H21ClF2N4O3;;C19H19Br2ClF2N4O3;C19H20BrClF2N4O3;;
941;ELN052902-002;martj336;C16H26O2;;C16H25FO2;;;
942;ELN052902-003;martj336;C16H26O2;;C16H25FO2;;;
943;ELN045639-403;stenzhoy;C19H19Br2ClF2N4O3;C19H20BrClF2N4O3;C20H19BrClF2N5O3;C21H19ClF2N6O3;C20H20ClF2N5O3;
944;ELN052298-085;martj336;C19H21ClF2N4O3;C4F6O3;C20H20ClF5N4O3;;;
945;ELN045639-404;stenzhoy;C13H12BrN3O2;;C17H16N6O3;;;
946;ELN045639-405;stenzhoy;C13H12BrN3O2;;C19H19N5O2;;;
947;ELN052298-086;martj336;C19H21ClF2N4O3;CH3ClO2S;C20H23ClF2N4O5S;;;
948;ELN052902-005;martj336;C16H26O2;C7H5ClO3;C16H25FO2;;;
949;ELN040616-359;wolfardj;C14H15N3O2;C12H15BrN4O2;C26H29N7O4;C22H21N7O4;C21H21N7O2;
950;ELN045639-406;stenzhoy;C26H28BF2NO6;C20H18BF2NO6;C30H25F2N3O4;;;
951;ELN045639-407;stenzhoy;C26H28BF2NO6;C20H18BF2NO6;C30H25F2N3O4;;;
952;ELN052902-006;chettatn;C16H26O2;;C16H25FO2;;;
953;ELN045639-408;stenzhoy;C21H18F2INO4;;C26H28F2N2O5;;;
954;ELN052902-007;chettatn;C9H8O2;;C9H7FO2;;;
955;ELN040616-360;wolfardj;C14H15N3O2;C12H15BrN4O2;C26H29N7O4;C22H21N7O4;C21H21N7O2;
956;ELN040616-361;wolfardj;C14H15N3O2;C12H15BrN4O2;C26H29N7O4;C22H21N7O4;C21H21N7O2;
957;ELN052298-087;martj336;C6H6O2;C13H9N;C6H8O3;;;
958;ELN052298-088;martj336;C7H8O2;C13H9N;C7H10O3;;;
959;ELN045639-409;stenzhoy;C21H18F2INO4;;C27H30F2N2O5;;;
960;ELN045639-410;stenzhoy;C21H18F2INO4;;C30H34F2N2O5;;;
961;ELN052902-008;chettatn;C22H23ClN2O2;;C22H22FClN2O2;;;
962;ELN040616-362;wolfardj;C8H9BrN2;;C13H17BrN2O2;;;
963;ELN040616-363;wolfardj;C3H5BrN4;;C8H13BrN4O2;;;
964;ELN040616-364;wolfardj;C5H7BrN4;;C10H15BrN4O2;;;
965;ELN040616-365;wolfardj;C3H3IN2;;C8H11IN2O2;;;
966;ELN040616-366;wolfardj;C6H7IN2;;C11H15IN2O2;;;
967;ELN040616-367;wolfardj;C4H2F3IN2;;C9H10F3IN2O2;;;
968;ELN040616-368;wolfardj;C4H2BrN3;;C9H10BrN3O2;;;
969;ELN040616-369;wolfardj;C4H5BrN2O;;C9H13BrN2O3;;;
970;ELN040616-370;wolfardj;C3HBrN4;;C8H9BrN4O2;;;
971;ELN040616-371;wolfardj;C7H5BrN2O;;C12H13BrN2O3;;;
972;ELN052902-009;chettatn;C22H23ClN2O2;;C22H22FClN2O2;;;
973;ELN052902-010;chettatn;C9H8O2;;C9H7FO2;;;
974;ELN045639-411;stenzhoy;C26H28BF2NO6;;C29H25F2N3O5;;;
975;ELN045639-412;stenzhoy;C26H28BF2NO6;;C30H25F2N3O5;;;
976;ELN045639-413;stenzhoy;C18H21ClN4O4;;C22H27ClN4O4;;;
977;ELN045639-414;stenzhoy;C18H21ClN4O4;;C22H27ClN4O4;;;
978;ELN052298-089;martj336;C6H6O2;;C6H8O3;;;
979;ELN052298-090;martj336;C7H8O2;;C7H10O3;;;
980;ELN052298-091;martj336;C19H21ClF2N4O3;C4F6O3;C20H20ClF5N4O3;;;
981;ELN052298-092;martj336;C19H21ClF2N4O3;C4F6O3;C20H20ClF5N4O3;;;
982;ELN052298-093;martj336;C19H21ClF2N4O3;C4F6O3;C20H20ClF5N4O3;;;
983;ELN052298-094;martj336;C6H6O2;;C6H8O3;;;
984;ELN052298-095;martj336;C6H6O2;;C6H8O3;;;
985;ELN052298-096;martj336;C7H8O2;;C7H10O3;;;
986;ELN052298-097;martj336;C7H8O2;;C7H10O3;;;
987;ELN052298-098;martj336;C6H6O2;;C6H8O3;;;
988;ELN052298-099;martj336;C7H8O2;;C7H10O3;;;
989;ELN052902-011;chettatn;C22H23ClN2O2;;C22H22FClN2O2;;;
990;ELN052902-012;chettatn;C14H11Cl2NO2;;C14H10Cl2FNO2;;;
991;ELN052298-100;martj336;C6H6O2;;C6H8O3;;;
992;ELN052298-101;martj336;C6H6O2;;C6H8O3;;;
993;ELN052298-102;martj336;C7H8O2;;C7H10O3;;;
994;ELN052298-103;martj336;C7H8O2;;C7H10O3;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
